Name,Height:,Weight:,Reach:,Age,SLpM:,Str. Acc.:,SApM:,Str. Def:,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:,Win Percentage,Total Fights
sheymon moraes,5.67,145,72,29,3.0,0.42,3.64,0.63,0.0,0.0,0.53,0.0,0.73,15
john moraga,5.5,125,66,35,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,0.73,26
leonardo morales,5.67,135,68,26,2.05,0.47,2.05,0.58,0.0,0.0,0.62,0.0,0.71,7
albert morales,5.75,135,72,28,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2,0.58,12
joseph morales,5.5,125,69,25,1.58,0.37,1.72,0.6,0.53,0.5,0.23,2.6,0.82,11
vince morales,5.58,135,70,28,4.84,0.39,3.76,0.56,0.0,0.0,0.55,0.0,0.69,13
sarah moras,5.58,135,67,31,2.04,0.41,3.17,0.44,0.91,0.23,0.37,1.1,0.5,12
christian morecraft,6.5,260,81,33,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2,0.7,10
richardson moreira,6.17,185,72,35,1.17,0.28,1.83,0.67,0.0,0.0,1.0,0.0,0.64,11
vinicius moreira,6.33,205,76,30,2.79,0.6,5.34,0.37,2.61,0.18,0.0,1.7,0.69,13
brandon moreno,5.58,125,70,25,2.58,0.34,2.83,0.63,2.39,0.43,0.62,0.7,0.71,21
dan moret,6.0,155,73,32,2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4,0.68,19
peggy morgan,6.08,135,70,39,2.27,0.23,8.2,0.33,0.0,0.0,0.5,0.0,0.67,3
alex morono,5.92,170,72,29,4.42,0.39,3.02,0.61,0.0,0.0,0.31,0.6,0.77,22
maryna moroz,5.58,125,67,28,3.25,0.25,3.87,0.55,0.33,0.14,0.47,0.5,0.75,12
gegard mousasi,6.17,185,76,34,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,0.84,50
jamie moyle,5.08,115,65,30,4.51,0.51,4.0,0.65,1.0,0.21,0.5,0.0,0.57,7
su mudaerji,5.67,135,72,23,5.02,0.59,2.49,0.58,0.68,1.0,0.75,1.4,0.73,15
lauren mueller,5.42,125,67,27,4.08,0.41,3.77,0.58,0.7,0.5,0.71,0.0,0.62,8
belal muhammad,5.92,170,72,31,4.37,0.41,3.81,0.6,2.15,0.31,0.83,0.2,0.84,19
quinn mulhern,6.25,155,76,35,1.48,0.28,2.09,0.51,1.36,0.2,0.33,0.0,0.82,22
james mulheron,5.83,243,73,31,2.4,0.31,3.47,0.42,0.0,0.0,0.25,0.0,0.85,13
jamie mullarkey,6.0,155,74,25,2.4,0.37,6.07,0.4,3.0,0.2,0.0,1.0,0.8,15
pedro munhoz,5.5,135,65,33,5.29,0.42,6.17,0.57,0.92,0.21,0.81,1.1,0.82,22
mark munoz,6.0,185,72,41,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,0.7,20
makhmud muradov,6.17,185,75,29,3.6,0.31,2.4,0.68,0.0,0.0,1.0,0.0,0.79,29
vince murdock,5.5,145,66,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,15
lauren murphy,5.42,125,67,36,3.53,0.38,3.59,0.61,0.89,0.28,0.62,0.0,0.73,15
lerone murphy,5.75,145,73,28,1.87,0.35,1.47,0.62,0.0,0.0,0.25,2.0,0.89,9
khalid murtazaliev,6.0,185,76,26,4.8,0.69,0.4,0.78,7.5,1.0,0.33,0.0,0.88,16
nico musoke,6.0,170,75,33,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2,0.72,18
magomed mustafaev,5.67,155,71,31,3.11,0.57,2.78,0.36,0.0,0.0,0.25,0.7,0.88,16
elvis mutapcic,6.0,185,72,33,3.41,0.4,4.27,0.38,0.0,0.0,0.81,0.0,0.71,21
rin nakai,5.08,135,60,33,1.57,0.33,3.9,0.6,3.0,0.18,0.75,0.5,0.84,19
kazuhiro nakamura,5.92,205,70,40,1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6,0.58,26
keita nakamura,5.92,170,73,35,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,0.74,46
yui chul nam,5.75,145,69,38,3.53,0.51,2.0,0.48,1.33,0.16,0.57,0.3,0.72,25
tyson nam,5.58,125,68,36,2.67,0.23,6.4,0.62,0.0,0.0,0.0,0.0,0.62,29
rose namajunas,5.42,115,65,27,3.95,0.42,3.88,0.59,2.17,0.55,0.46,0.9,0.69,13
nad narimani,5.67,145,70,32,3.8,0.43,2.8,0.6,2.64,0.41,0.75,0.0,0.8,15
roger narvaez,6.25,185,79,36,2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9,0.78,9
bobby nash,6.0,170,74,29,3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6,0.67,12
rafael natal,6.0,185,76,36,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,0.68,31
ismail naurdiev,5.83,170,74,23,3.4,0.56,0.69,0.8,1.67,0.83,0.76,0.3,0.86,22
geoff neal,5.92,170,75,29,5.86,0.48,3.58,0.65,0.89,0.5,0.92,0.4,0.86,14
stanislav nedkov,5.92,205,71,37,3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0,0.86,14
josh neer,5.92,170,72,36,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,0.7,47
nicolae negumereanu,6.0,205,78,25,0.73,0.4,4.67,0.18,0.0,0.0,0.4,0.0,0.9,10
shane nelson,5.75,155,70,34,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6,0.75,20
roy nelson,6.0,263,72,43,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,0.62,37
gunnar nelson,5.92,170,72,31,1.71,0.57,3.33,0.49,1.72,0.55,0.66,0.9,0.74,23
kyle nelson,5.92,155,71,28,2.73,0.36,6.35,0.47,1.41,0.16,0.5,2.8,0.81,16
antonio braga neto,6.25,185,77,31,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,0.75,12
nick newell,5.83,155,74,33,3.53,0.46,4.07,0.36,0.0,0.0,0.33,0.0,0.93,15
journey newson,5.42,135,67,30,2.53,0.3,2.67,0.66,0.0,0.0,0.0,1.0,0.82,11
francis ngannou,6.33,250,83,33,2.15,0.37,1.97,0.48,0.0,0.0,0.71,0.5,0.82,17
ben nguyen,5.42,125,65,31,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0,0.68,25
alex nicholson,6.33,185,81,29,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5,0.64,11
matheus nicolau,5.5,125,66,26,3.83,0.51,2.43,0.7,1.9,0.66,1.0,1.6,0.76,17
tom niinimaki,5.75,145,69,37,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5,0.7,30
ramsey nijem,5.92,155,75,31,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,0.62,16
mats nilsson,6.08,170,74,35,2.99,0.39,5.62,0.63,3.87,0.83,0.44,2.3,0.69,16
ning guangyou,5.33,145,64,37,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,0.55,11
anthony njokuani,6.08,155,75,39,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,0.64,25
minotauro nogueira,6.25,240,77,43,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,0.76,45
rogerio nogueira,6.17,205,75,43,2.39,0.34,2.27,0.6,0.67,0.44,0.62,0.8,0.72,32
kyle noke,6.08,170,76,39,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,0.67,33
kj noons,5.83,155,72,36,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,0.6,20
sage northcutt,6.0,170,71,23,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,0.85,13
jason novelli,6.0,155,75,40,1.73,0.24,3.55,0.66,0.7,0.33,1.0,0.0,0.73,15
phillipe nover,5.75,145,72,35,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,0.57,21
diego nunes,5.5,145,67,36,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,0.82,22
amanda nunes,5.67,135,69,31,4.62,0.51,2.87,0.56,1.73,0.38,0.8,0.6,0.82,22
khabib nurmagomedov,5.83,155,70,31,4.11,0.49,1.65,0.67,5.35,0.47,0.84,0.7,1.0,28
said nurmagomedov,5.67,135,70,27,4.69,0.59,1.95,0.64,0.86,0.09,1.0,0.0,0.93,14
kennedy nzechukwu,6.42,205,83,27,4.57,0.39,3.69,0.55,0.0,0.0,0.78,0.0,0.88,8
jake o'brien,6.25,205,76,35,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,0.76,17
sean o'connell,6.08,205,74,36,5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5,0.65,26
sean o'malley,5.92,135,72,25,6.75,0.56,4.06,0.66,1.31,0.5,0.61,1.3,1.0,10
brendan o'reilly,5.58,170,69,32,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6,0.67,9
christian ocon,5.67,135,69,23,1.73,0.53,5.27,0.34,0.0,0.0,0.63,0.0,0.8,5
richard odoms,6.42,265,82,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,9
volkan oezdemir,6.17,205,75,30,5.04,0.46,3.93,0.57,0.48,0.22,0.76,0.0,0.8,20
andy ogle,5.67,145,69,30,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,0.6,15
yushin okami,6.17,170,75,38,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,0.74,47
jj okanovich,5.92,155,76,28,6.93,0.55,5.27,0.5,0.0,0.0,1.0,0.0,0.86,7
aleksei oleinik,6.17,240,80,42,3.53,0.51,3.61,0.49,2.69,0.39,0.2,2.4,0.8,71
michal oleksiejczuk,6.0,205,74,24,5.39,0.56,3.23,0.68,1.2,0.66,0.75,0.0,0.82,17
rafaello oliveira,5.67,155,71,37,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,0.68,22
charles oliveira,5.83,155,74,30,3.18,0.5,3.01,0.54,2.8,0.43,0.58,2.8,0.77,35
ednaldo oliveira,6.42,205,79,35,1.03,0.22,1.8,0.52,0.0,0.0,0.42,0.0,0.81,16
alex oliveira,5.92,170,76,31,2.9,0.5,2.25,0.46,2.86,0.39,0.61,0.7,0.68,28
wendell oliveira,5.83,170,72,36,3.77,0.47,4.4,0.47,0.0,0.0,1.0,0.0,0.73,33
felipe olivieri,5.75,155,72,34,6.68,0.58,4.6,0.57,0.0,0.0,0.71,0.0,0.74,19
cameron olson,6.08,205,75,29,3.13,0.47,2.2,0.57,3.0,0.42,1.0,1.0,0.7,10
alan omer,5.83,145,71,31,3.49,0.55,2.21,0.64,1.69,0.42,0.66,0.0,0.78,23
daniel omielanczuk,6.0,247,74,37,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,0.68,28
michihiro omigawa,5.5,145,68,43,2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5,0.48,27
chibwikem onyenegecha-palmer,6.25,185,76,25,5.6,0.55,3.4,0.52,0.0,0.0,1.0,0.0,1.0,6
brian ortega,5.67,145,69,28,4.07,0.33,7.36,0.5,0.51,0.16,0.56,1.4,0.93,15
tito ortiz,6.25,205,74,44,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,0.59,29
dustin ortiz,5.42,125,65,30,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,0.7,27
kenji osawa,5.58,135,66,42,2.34,0.35,2.14,0.63,0.91,0.58,0.68,0.7,0.6,30
ode osbourne,5.58,135,73,27,4.3,0.47,3.23,0.44,3.23,1.0,0.75,3.2,0.78,9
nick osipczak,6.17,170,76,34,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0,0.62,8
rachael ostovich,5.25,125,62,28,2.32,0.43,3.28,0.59,3.28,1.0,1.0,1.3,0.44,9
zak ottow,5.92,170,72,32,2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4,0.71,24
sidney outlaw,5.67,170,74,27,0.13,0.33,0.8,0.71,3.0,0.75,0.0,3.0,0.67,12
alistair overeem,6.33,265,80,39,3.59,0.61,2.04,0.6,1.4,0.6,0.73,1.0,0.73,62
alptekin ozkilic,5.42,125,65,33,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0.0,0.69,13
nick pace,5.58,135,68,32,1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5,0.67,9
larissa pacheco,5.58,135,69,25,1.21,0.19,4.14,0.55,0.0,0.0,0.0,0.0,0.83,12
teemu packalen,6.08,155,75,32,2.57,0.54,3.91,0.47,2.31,0.25,1.0,1.5,0.73,11
damacio page,5.5,135,66,37,2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9,0.6,20
dustin pague,5.75,135,74,32,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,0.52,21
raulian paiva,5.67,125,69,24,4.59,0.43,5.19,0.49,0.46,0.2,0.77,0.5,0.86,21
fredson paixao,5.5,145,66,40,1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2,0.71,14
bart palaszewski,5.75,145,70,36,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,0.67,52
soa palelei,6.33,265,81,42,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0,0.81,27
rousimar palhares,5.67,170,71,39,1.75,0.51,2.04,0.59,3.93,0.45,0.0,4.1,0.83,29
alexandre pantoja,5.42,125,67,29,4.4,0.46,3.47,0.56,0.96,0.31,0.6,1.4,0.84,25
jared papazian,5.67,135,67,31,3.33,0.39,3.81,0.44,0.0,0.0,0.5,0.0,0.61,23
karo parisyan,5.83,170,72,37,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,0.7,27
jun yong park,5.83,185,73,28,8.39,0.54,6.11,0.46,0.0,0.0,0.33,0.0,0.71,14
harvey park,6.0,155,70,33,3.77,0.5,7.21,0.33,0.0,0.0,0.0,0.0,0.86,14
norman parke,5.92,155,70,32,3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0,0.79,28
claude patrick,5.92,170,75,39,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,0.88,16
alan patrick,5.92,155,74,36,1.88,0.43,2.39,0.45,3.92,0.4,0.66,0.4,0.88,17
sergei pavlovich,6.25,257,84,27,5.5,0.51,4.95,0.34,0.0,0.0,0.5,0.0,0.93,14
pawel pawlak,6.0,170,73,30,1.67,0.33,2.22,0.53,1.0,0.37,0.7,0.0,0.85,13
estevan payan,5.83,145,72,37,4.25,0.42,3.58,0.57,0.36,1.0,0.6,0.4,0.7,20
jonathan pearce,6.0,155,71,27,11.21,0.57,7.85,0.47,4.48,0.5,0.8,0.0,0.69,13
ross pearson,5.67,155,69,35,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,0.58,38
carlo pedersoli,5.92,170,75,26,4.17,0.37,4.12,0.61,2.91,0.44,0.0,0.0,0.79,14
tyson pedro,6.25,205,79,28,2.7,0.62,2.55,0.48,0.74,0.25,0.52,1.5,0.7,10
filip pejic,5.67,135,70,27,0.0,0.0,0.88,0.33,0.0,0.0,0.0,0.0,0.77,13
kurt pellegrino,5.67,155,70,40,2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8,0.73,22
julianna pena,5.5,135,69,30,2.96,0.51,1.51,0.47,2.6,0.52,0.28,0.9,0.77,13
luis pena,6.25,155,75,26,3.7,0.45,2.74,0.52,1.25,0.31,0.47,1.0,0.78,9
cathal pendred,6.08,170,75,32,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4,0.74,23
bj penn,5.75,155,70,40,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,0.5,32
jessica penne,5.42,115,67,36,2.46,0.33,4.73,0.48,1.58,0.25,0.2,0.6,0.67,18
nick penner,6.33,205,77,39,1.25,0.3,4.6,0.38,0.0,0.0,0.4,0.0,0.8,15
raquel pennington,5.58,135,67,31,3.39,0.45,3.33,0.64,1.14,0.26,0.64,0.9,0.56,18
godofredo pepey,5.58,145,73,32,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5,0.7,20
robert peralta,5.67,145,71,33,3.76,0.44,2.97,0.53,0.59,0.66,0.65,0.0,0.75,24
viviane pereira,5.08,115,63,26,2.7,0.3,4.48,0.58,0.25,1.0,0.28,0.2,0.87,15
michel pereira,6.08,170,73,26,2.26,0.44,3.93,0.48,1.79,0.4,1.0,0.0,0.7,33
erik perez,5.67,135,68,29,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2,0.74,23
alejandro perez,5.5,135,67,30,3.52,0.35,2.94,0.64,0.52,0.2,0.73,0.1,0.71,31
frankie perez,5.92,155,73,30,1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3,0.71,14
alex perez,5.5,135,65,27,4.68,0.48,3.11,0.61,3.13,0.47,0.87,1.2,0.81,27
markus perez,6.08,185,73,31,2.56,0.47,4.24,0.49,1.48,0.28,0.81,1.5,0.85,13
anthony perosh,6.25,205,75,47,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,0.6,25
thiago perpetuo,5.83,170,71,31,5.39,0.69,3.51,0.51,2.82,0.5,0.66,0.0,0.64,14
hernani perpetuo,6.0,170,74,34,2.73,0.29,4.37,0.55,0.0,0.0,0.37,0.5,0.77,22
jason perrin,5.58,135,69,26,2.87,0.44,2.6,0.47,4.0,0.8,0.8,0.0,0.73,11
mike perry,5.83,170,71,28,4.28,0.47,4.43,0.58,0.62,0.41,0.7,0.0,0.72,18
raphael pessoa,6.25,262,78,30,1.67,0.17,3.57,0.31,0.0,0.0,1.0,0.0,0.9,10
viktor pesta,6.25,240,77,29,1.58,0.36,2.54,0.56,3.29,0.28,1.0,0.0,0.71,14
steven peterson,5.83,145,70,29,4.65,0.35,5.89,0.56,2.02,0.28,0.75,0.4,0.67,27
seth petruzelli,6.0,205,76,39,2.17,0.41,2.08,0.55,0.46,0.5,0.47,2.3,0.7,20
peter petties,5.92,145,72,28,2.61,0.29,8.24,0.48,0.0,0.0,0.0,0.0,0.62,8
anthony pettis,5.83,170,72,32,2.97,0.46,3.48,0.53,0.69,0.54,0.58,1.2,0.71,31
sergio pettis,5.5,125,69,26,3.88,0.37,2.91,0.65,0.85,0.4,0.67,0.4,0.78,23
forrest petz,5.75,170,71,44,2.27,0.29,2.2,0.57,1.3,1.0,0.66,0.0,0.73,33
cody pfister,5.83,155,73,29,1.41,0.25,2.8,0.51,2.82,0.3,0.0,0.0,0.63,19
nam phan,5.5,135,70,36,4.52,0.37,6.55,0.59,0.18,0.18,0.6,0.2,0.56,32
costas philippou,5.92,185,73,39,2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3,0.72,18
aaron phillips,5.75,135,70,30,1.87,0.59,3.33,0.4,0.0,0.0,0.35,0.5,0.8,10
elizabeth phillips,5.5,135,65,33,2.6,0.33,3.07,0.58,0.75,0.25,0.53,0.2,0.56,9
john phillips,5.92,185,75,34,2.64,0.34,5.01,0.53,0.0,0.0,0.14,0.0,0.71,31
vinc pichel,5.83,155,72,36,3.29,0.45,2.55,0.56,4.0,0.6,0.22,0.4,0.86,14
brad pickett,5.5,135,68,41,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,0.65,40
jamie pickett,6.17,185,80,31,2.06,0.53,3.01,0.6,1.51,0.4,0.2,0.0,0.75,12
oskar piechota,6.0,185,76,29,3.26,0.55,2.59,0.57,0.83,0.5,0.45,2.1,0.79,14
mike pierce,5.67,170,70,39,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,0.71,24
sean pierson,6.0,170,76,43,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,0.7,20
domingo pilarte,6.0,135,73,29,2.06,0.51,3.52,0.42,2.06,0.42,0.75,1.4,0.8,10
daniel pineda,5.58,145,69,34,2.99,0.43,2.51,0.47,1.46,0.25,0.48,2.0,0.62,29
liu pingyuan,5.5,135,72,26,2.6,0.31,3.55,0.54,0.34,0.2,0.55,1.4,0.68,19
maki pitolo,5.83,170,75,28,5.42,0.45,3.43,0.5,0.0,0.0,0.25,0.9,0.71,17
jamal pogues,6.25,205,77,23,3.27,0.74,3.07,0.56,7.0,0.63,1.0,0.0,0.75,8
dustin poirier,5.75,155,72,30,5.51,0.49,3.97,0.56,1.55,0.37,0.61,1.2,0.81,31
igor pokrajac,6.0,205,76,40,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,0.68,41
santiago ponzinibbio,6.0,170,73,33,4.27,0.39,4.02,0.64,0.54,0.44,0.6,0.0,0.9,31
grigorii popov,5.58,135,68,35,5.62,0.36,7.56,0.56,0.0,0.0,1.0,0.0,0.87,15
callan potter,6.0,170,72,35,3.21,0.51,4.34,0.59,2.83,0.6,1.0,0.0,0.69,26
ruan potts,6.17,247,75,41,0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3,0.67,12
devin powell,6.0,155,73,31,2.88,0.41,3.67,0.51,0.0,0.0,0.0,0.6,0.69,13
marcin prachnio,6.25,205,74,31,2.39,0.39,2.92,0.52,0.0,0.0,0.0,0.0,0.76,17
wagner prado,6.0,205,74,32,1.72,0.4,3.06,0.5,0.0,0.0,0.22,0.0,0.8,10
trevor prangley,6.08,185,75,47,2.59,0.6,2.02,0.48,3.38,0.55,0.74,1.0,0.72,32
ricardo prasel,6.58,238,78,29,2.21,0.57,7.83,0.37,0.0,0.0,0.0,0.0,0.91,11
carlo prater,5.92,155,72,38,2.03,0.47,4.07,0.35,0.43,0.09,0.57,1.7,0.7,43
michel prazeres,5.5,170,67,38,2.44,0.47,2.49,0.58,4.11,0.36,0.5,0.6,0.9,29
kyle prepolec,5.83,170,70,30,3.2,0.34,4.7,0.54,0.0,0.0,0.4,0.0,0.63,19
niko price,6.0,170,76,30,3.06,0.34,4.46,0.51,1.08,0.23,0.61,1.3,0.82,17
lara procopio,5.33,135,67,23,11.0,0.56,11.4,0.51,0.0,0.0,0.0,0.0,0.86,7
joe proctor,5.83,155,72,34,3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8,0.69,16
cole province,5.75,145,68,38,1.47,0.44,2.72,0.43,2.4,0.5,0.83,1.0,0.75,8
lucie pudilova,5.67,125,67,25,4.56,0.38,4.08,0.52,0.18,0.12,0.64,0.7,0.62,13
claudio puelles,5.92,155,72,23,1.95,0.44,3.73,0.5,3.06,0.36,0.0,1.3,0.83,12
juan puig,5.75,145,72,30,4.91,0.23,7.17,0.51,0.0,0.0,0.0,0.0,0.73,15
jens pulver,5.58,145,70,44,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,0.61,41
mike pyle,6.0,170,74,44,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,0.64,42
nate quarry,6.0,185,72,47,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0,0.75,16
jimmy quinlan,6.0,185,72,33,2.08,0.7,5.94,0.16,4.46,0.25,0.0,0.0,0.6,5
