result,Height:,Weight:,Reach:,Age,SLpM:,Str. Acc.:,SApM:,Str. Def:,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:,Win Percentage,Total Fights
1,-0.08000000000000007,0,4,-5,2.83,0.14,-4.11,0.06,0.0,0.0,0.31000000000000005,2.0,0.13,-4
1,0.25,0,0,9,3.6699999999999995,0.32000000000000006,0.04999999999999982,0.13,2.46,0.71,0.08999999999999997,1.0,0.31000000000000005,-1
0,0.0,10,0,0,-1.8399999999999999,-0.06,-0.3799999999999999,-0.029999999999999916,-1.29,-0.78,-0.72,0.5,-0.29000000000000004,1
0,-0.25,0,-3,-4,-0.28000000000000025,-0.06,0.20999999999999996,0.07999999999999996,-0.57,-0.18,0.010000000000000009,-1.1,-0.05999999999999994,-28
1,0.0,0,2,4,-0.8000000000000003,0.030000000000000027,0.52,0.010000000000000009,1.5299999999999998,0.009999999999999953,0.41000000000000003,0.5,-0.10999999999999999,7
0,-0.25,0,-5,7,-2.4699999999999998,0.020000000000000018,-2.4899999999999998,-0.010000000000000009,0.6300000000000001,-0.5,-0.33999999999999997,0.3,-0.22000000000000008,24
0,0.0,0,-4,-1,-0.41999999999999993,0.14,0.7799999999999998,0.019999999999999907,-5.5,-0.21,-0.33000000000000007,0.0,0.13,-2
1,0.16999999999999993,-10,-1,12,0.31000000000000005,-0.15000000000000002,-1.5100000000000002,0.09999999999999998,-9.58,-0.42,0.76,-1.4000000000000001,-0.26,9
0,0.0,0,0,-2,-0.8900000000000001,0.09000000000000002,-1.19,0.06999999999999995,-1.75,-0.08000000000000002,-0.19999999999999996,0.0,0.08000000000000007,-3
1,0.33999999999999986,0,5,-3,1.7199999999999998,0.14000000000000007,-1.1600000000000001,0.0,-0.91,-0.23,0.29000000000000004,-0.10000000000000009,0.36,-5
0,0.08999999999999986,0,-2,3,-2.03,0.0,0.17000000000000037,0.08999999999999997,0.36,0.16,0.16999999999999993,0.0,0.09000000000000008,-4
1,0.25,0,4,8,0.45999999999999996,0.16999999999999998,-2.08,0.12,1.94,0.76,0.32999999999999996,0.0,0.050000000000000044,3
0,0.33999999999999986,10,3,3,-3.43,-0.04999999999999999,2.9699999999999998,-0.16000000000000003,1.41,0.16,-0.36,2.3,0.010000000000000009,6
1,-0.33999999999999986,-20,-5,6,-4.99,0.010000000000000009,-0.75,0.24999999999999994,0.76,0.08999999999999997,0.43000000000000005,0.0,0.19000000000000006,3
0,-0.5,0,-2,5,1.13,0.13,0.6799999999999999,0.0,-0.3400000000000001,-0.04999999999999999,-0.010000000000000009,0.8999999999999999,-0.17000000000000004,9
0,0.0,0,-5,8,-2.42,-0.010000000000000009,0.25,0.05999999999999994,0.4700000000000002,0.040000000000000036,-0.17000000000000004,0.8,-0.010000000000000009,8
1,0.25,12,6,-6,4.290000000000001,0.14000000000000007,-2.01,0.1399999999999999,0.0,0.0,0.07999999999999996,0.0,0.07999999999999996,-6
0,0.08999999999999986,0,5,3,-1.3800000000000003,0.030000000000000027,-2.1799999999999997,-0.11999999999999994,2.2399999999999998,-0.019999999999999962,-0.08999999999999997,0.7,-0.039999999999999925,10
1,0.08999999999999986,0,1,14,-1.8599999999999994,0.04999999999999999,0.6799999999999997,0.050000000000000044,-0.6200000000000001,-0.32999999999999996,-0.20000000000000007,1.0,0.020000000000000018,18
0,-0.6699999999999999,0,-3,2,-1.7799999999999994,-0.07999999999999996,0.10999999999999943,-0.019999999999999907,-0.6799999999999999,0.07999999999999996,0.4,0.0,-0.14,27
1,0.0,0,-1,-2,-0.7400000000000002,0.16000000000000003,-3.74,0.10999999999999999,2.0,0.3,0.22000000000000003,0.7,0.24,-17
0,0.33999999999999986,0,4,7,0.2400000000000002,0.14,-1.6099999999999999,0.0,-0.61,-0.09999999999999998,-0.08999999999999997,1.0,-0.21999999999999997,18
0,0.0,-25,0,12,-1.9699999999999998,-0.020000000000000018,-1.0899999999999999,0.020000000000000018,0.29000000000000004,-0.14,-0.08999999999999997,0.3,-0.27,30
1,-0.16999999999999993,0,-1,1,1.0900000000000003,-0.04999999999999999,1.19,0.030000000000000027,0.5299999999999998,0.02999999999999997,-0.12,0.3,-0.20000000000000007,7
1,-0.16999999999999993,0,-1,6,-2.7800000000000002,-0.11000000000000004,-3.3100000000000005,0.029999999999999916,1.6600000000000001,0.04999999999999999,-0.16000000000000003,0.7,0.04999999999999993,10
1,-0.5,0,-3,7,-0.28000000000000025,0.010000000000000009,-0.23999999999999977,0.010000000000000009,1.77,0.42,0.16999999999999998,1.0,0.010000000000000009,28
1,0.16999999999999993,0,0,1,1.7800000000000002,0.19,-2.0700000000000003,0.13,-0.36,0.15,-0.09999999999999998,0.1,0.08999999999999997,5
0,-0.25,0,0,4,2.0200000000000005,-0.050000000000000044,0.8399999999999999,-0.010000000000000009,0.050000000000000044,-0.23,-0.030000000000000027,-0.4,-0.020000000000000018,5
1,0.16000000000000014,25,0,-3,0.06000000000000005,0.09999999999999998,-1.5699999999999998,0.10999999999999999,-1.29,0.20999999999999996,0.53,-1.4,-0.07000000000000006,-9
1,0.25,0,-2,4,0.10000000000000009,0.16000000000000003,-0.47,0.26999999999999996,1.9,0.55,0.27,0.8,0.06999999999999995,3
1,0.0,8,9,0,1.2300000000000004,-0.06999999999999995,0.6500000000000004,-0.10999999999999999,-0.45,-0.5,-0.37,-0.5,0.26,5
1,-0.08999999999999986,0,2,3,-1.6000000000000005,-0.25999999999999995,3.3899999999999997,-0.10999999999999999,0.84,-0.8,-0.16999999999999998,-0.9,-0.32000000000000006,31
1,0.25,0,3,-1,2.32,0.15999999999999998,-1.33,0.20999999999999996,1.39,0.4,0.85,0.1,0.039999999999999925,15
1,-0.41999999999999993,0,-2,-1,1.6,0.33,-1.35,0.18000000000000005,3.94,-0.19,0.35,0.0,0.30000000000000004,1
1,0.0,0,1,0,-0.8200000000000001,0.09000000000000002,-1.0,-0.019999999999999907,0.1100000000000001,-0.09999999999999998,0.37,-0.3,0.08999999999999997,-28
1,0.5800000000000001,0,1,12,0.79,0.04999999999999999,1.0799999999999998,0.12000000000000005,-1.2999999999999998,-0.25999999999999995,0.05999999999999994,0.2,-0.18000000000000005,10
0,0.0,14,2,-5,1.1599999999999997,0.07,0.75,-0.05999999999999994,0.25,0.37,0.3400000000000001,-0.1,-0.06000000000000005,-2
0,-0.08000000000000007,0,-4,8,-3.07,-0.050000000000000044,2.69,-0.4700000000000001,7.499999999999999,-0.25000000000000006,-0.75,3.5,-0.04999999999999993,9
1,0.0,0,0,5,2.41,-0.43000000000000005,-4.200000000000001,0.19999999999999998,0.0,0.0,0.25,0.7,0.020000000000000018,9
0,0.16999999999999993,-10,-3,-3,1.2700000000000005,-0.03999999999999998,0.31999999999999984,0.06999999999999995,-1.29,0.45999999999999996,0.22999999999999998,-0.7999999999999999,0.029999999999999916,-6
0,-0.5800000000000001,0,-9,-2,-0.6299999999999999,-0.07,0.45999999999999996,-0.06000000000000005,0.79,0.37,-0.22999999999999998,-0.2,-0.19999999999999996,2
0,0.0,0,-1,3,0.050000000000000266,0.04999999999999999,1.3000000000000003,0.050000000000000044,1.51,0.4,0.3,-0.1,0.07000000000000006,4
0,-0.08000000000000007,0,-3,2,1.9799999999999995,0.14,1.42,-0.09999999999999998,0.22999999999999998,-0.5,-0.16000000000000003,0.0,-0.13,11
0,0.0,0,3,9,-2.2700000000000005,-0.10999999999999993,0.4099999999999997,0.0,0.28,0.020000000000000018,0.13,-1.2999999999999998,-0.14,4
0,0.5,0,6,-5,2.47,0.06,1.2200000000000002,-0.12,-2.69,0.6,-0.040000000000000036,-0.7999999999999999,-0.18000000000000005,3
0,-0.08999999999999986,0,-2,5,-2.5700000000000003,-0.17000000000000004,-0.43000000000000016,-0.010000000000000009,4.19,0.10999999999999999,-0.13,-0.7999999999999999,-0.14,8
1,-0.08000000000000007,0,0,9,-0.04999999999999982,0.07,0.9800000000000004,0.08000000000000007,1.89,0.54,0.18,0.6,-0.20999999999999996,13
0,0.33000000000000007,0,0,1,1.4899999999999998,-0.13,5.46,0.13999999999999996,0.0,0.0,0.37,-0.5,-0.20999999999999996,-7
0,0.25,0,4,0,-0.5100000000000002,0.050000000000000044,-0.8599999999999999,0.010000000000000009,-1.72,0.69,-0.26,-0.2,-0.06999999999999995,3
1,0.08000000000000007,0,5,-4,1.1,0.04999999999999999,-2.4399999999999995,0.07000000000000006,1.48,0.35,0.07000000000000006,0.09999999999999998,0.27,-12
0,-0.25,10,0,-3,0.43000000000000016,-0.16999999999999998,1.0,0.029999999999999916,-0.5700000000000001,-0.5,-0.17000000000000004,0.0,-0.18000000000000005,-2
1,0.08000000000000007,0,-1,4,-3.4000000000000004,-0.11000000000000004,-1.2299999999999995,0.030000000000000027,0.71,0.45,-0.43999999999999995,0.1,-0.2699999999999999,12
0,0.0,0,5,3,-4.5600000000000005,-0.12000000000000005,-5.51,0.05999999999999994,0.49,0.44,0.0,0.1,-0.20000000000000007,5
0,0.0,0,1,7,-3.4699999999999998,-0.08999999999999997,-0.6500000000000001,0.0,0.31999999999999984,-0.03999999999999998,-0.34,-0.7,-0.010000000000000009,3
1,-0.33000000000000007,-10,-3,1,-0.5200000000000005,-0.010000000000000009,-0.56,0.09000000000000008,0.94,0.0,-0.28,0.1,0.29000000000000004,-17
0,0.0,0,2,1,2.22,-0.14,1.7000000000000002,0.08999999999999997,-1.7699999999999998,-0.36,0.26,-1.2,0.010000000000000009,-6
0,0.16999999999999993,0,7,-4,2.4800000000000004,-0.08999999999999997,1.0099999999999998,0.09000000000000002,-1.79,-0.21,0.28,-1.6,0.13,-8
1,0.08000000000000007,0,-1,-3,3.6100000000000003,0.07,0.7499999999999996,-0.08999999999999997,0.0,0.0,0.47,0.0,0.18000000000000005,-4
1,0.25,0,2,-5,1.25,0.030000000000000027,-4.130000000000001,0.04999999999999993,-0.31999999999999995,0.08000000000000002,0.33999999999999997,0.09999999999999998,0.21000000000000008,-15
0,-0.16000000000000014,0,-4,5,-0.020000000000000018,-0.06,1.58,-0.06999999999999995,-0.8800000000000001,-0.15000000000000002,0.0,0.0,-0.16000000000000003,7
0,0.0,0,-3,-1,-0.009999999999999787,0.04999999999999999,-1.2899999999999996,0.1499999999999999,4.75,-0.030000000000000027,-0.05999999999999994,0.2,-0.12,3
1,0.16999999999999993,0,4,-5,1.4300000000000002,0.12000000000000005,-0.6699999999999999,0.030000000000000027,-1.29,0.020000000000000018,0.019999999999999962,-0.7,0.050000000000000044,-20
0,-0.25,0,-5,-2,-2.2199999999999998,0.08000000000000002,-1.1500000000000001,-0.06,1.9100000000000001,0.0,-0.08000000000000002,0.3999999999999999,-0.12,1
0,0.0,0,3,-6,2.4800000000000004,0.29000000000000004,-0.8999999999999999,0.1399999999999999,1.67,0.86,0.41000000000000003,-0.5,0.13,-4
1,0.0,0,0,2,1.63,0.12,-0.9300000000000002,0.07999999999999996,2.36,0.29999999999999993,0.45,0.8999999999999999,0.020000000000000018,13
0,0.16999999999999993,0,3,4,0.5499999999999998,-0.040000000000000036,-0.94,0.06999999999999995,-0.29999999999999993,-0.09000000000000002,0.20000000000000007,-1.2,0.030000000000000027,-12
1,0.25,1,2,-4,0.31999999999999984,-0.07999999999999996,-0.6699999999999999,-0.019999999999999907,6.09,-0.06000000000000005,-0.10999999999999999,0.0,0.05999999999999994,4
1,0.0,0,-1,3,-1.06,-0.14,-0.16999999999999993,0.12,0.16999999999999993,-0.07999999999999996,0.27,-1.7999999999999998,-0.1499999999999999,11
1,0.41999999999999993,10,5,-3,-0.9500000000000002,0.10000000000000003,-3.1499999999999995,-0.040000000000000036,-0.77,0.02999999999999997,-0.28,0.6,0.10999999999999999,-18
1,0.0,0,-2,-6,4.44,0.20999999999999996,-0.09000000000000075,-0.13,1.0299999999999998,0.04999999999999999,0.47,0.0,0.27,-3
1,0.16999999999999993,0,4,-13,-0.54,0.009999999999999953,0.6699999999999999,-0.010000000000000009,-1.01,0.06,0.06000000000000005,1.2999999999999998,0.029999999999999916,2
0,0.16999999999999993,0,4,4,0.15999999999999925,0.010000000000000009,0.7599999999999998,0.050000000000000044,0.74,0.33,-0.41,0.8,-0.07999999999999996,6
1,0.08000000000000007,0,-1,0,-3.08,-0.10999999999999999,-2.17,-0.040000000000000036,1.12,-0.07999999999999996,-0.17999999999999994,0.19999999999999998,-0.08999999999999997,1
0,0.16999999999999993,0,4,-2,-1.37,-0.26000000000000006,4.19,-0.19,-0.38,-0.33,-0.66,0.0,0.010000000000000009,-5
0,0.0,0,-1,-1,-1.9499999999999997,-0.15999999999999998,-1.3000000000000003,0.07999999999999996,1.9100000000000001,0.31,-0.54,-0.3,-0.029999999999999916,-2
0,0.08000000000000007,0,0,-8,-1.7599999999999998,0.0,0.13999999999999968,-0.07000000000000006,-1.12,-0.17999999999999994,0.05999999999999994,-0.4,0.13,-27
1,0.25,0,2,-3,0.8199999999999998,-0.09999999999999998,-1.2800000000000002,0.06000000000000005,-0.33000000000000007,-0.24000000000000005,0.039999999999999925,-0.5,0.12,-2
0,-0.16000000000000014,0,-2,1,0.009999999999999787,-0.06,1.69,0.0,0.08999999999999997,0.06,-0.07999999999999996,-0.4,-0.19999999999999996,8
1,-0.16999999999999993,0,0,-3,0.75,-0.04999999999999999,0.5099999999999998,-0.10000000000000009,-0.5900000000000003,0.21000000000000002,0.30000000000000004,1.3,0.08999999999999997,7
0,0.16000000000000014,0,3,-5,0.56,-0.09000000000000002,0.94,0.09000000000000002,-3.32,-0.33,0.040000000000000036,-1.7000000000000002,-0.17000000000000004,6
1,0.08000000000000007,0,-2,-5,0.0,-0.06,-1.4699999999999998,0.039999999999999925,0.0,0.0,0.06,0.0,0.010000000000000009,1
1,-0.16000000000000014,0,-2,-7,1.4499999999999997,0.040000000000000036,-0.5399999999999998,0.07000000000000006,0.15000000000000013,0.21000000000000008,0.49999999999999994,-0.7,0.2699999999999999,-5
1,0.0,0,0,-5,0.2999999999999998,0.03999999999999998,-1.2199999999999998,0.039999999999999925,1.75,-0.19999999999999996,0.0,-0.8,0.019999999999999907,-3
0,-0.08000000000000007,0,0,-8,-3.56,-0.07999999999999996,1.5699999999999998,-0.29,-2.8,-0.41,-0.6,0.0,0.08000000000000007,-1
0,0.41999999999999993,0,2,3,1.6999999999999993,0.040000000000000036,1.77,-0.16999999999999998,-1.8399999999999999,-0.010000000000000009,0.12,1.7000000000000002,-0.05999999999999994,1
1,-0.25,0,-3,-2,2.79,0.13,-2.99,0.26000000000000006,2.59,0.33,-0.2899999999999999,0.9,0.09999999999999998,1
1,-0.08999999999999986,0,2,0,-0.3999999999999999,0.14999999999999997,-0.5299999999999998,0.16000000000000003,-1.09,-0.07999999999999996,0.25,0.0,0.12,-2
0,-0.08000000000000007,22,2,-1,-2.07,0.020000000000000018,-0.71,-0.13999999999999996,0.13999999999999996,-0.32000000000000006,-0.27,-0.1,-0.030000000000000027,1
1,-0.25,0,-3,1,0.31999999999999984,-0.07,0.07999999999999963,0.0,0.020000000000000018,-0.86,-0.08999999999999997,0.6,0.010000000000000009,5
0,0.16999999999999993,0,-1,5,1.7600000000000002,0.10999999999999999,-1.15,0.10999999999999999,-0.20000000000000007,0.29000000000000004,0.020000000000000018,-1.1,-0.12,23
1,-0.41000000000000014,-15,-5,-5,0.3599999999999999,-0.04999999999999999,-0.08999999999999986,0.09000000000000008,-0.1399999999999999,0.6599999999999999,0.31000000000000005,-0.3,0.15000000000000002,-28
1,0.16000000000000014,0,2,-1,-0.5300000000000002,0.08999999999999997,-1.4599999999999995,0.06999999999999995,0.6300000000000001,0.13999999999999999,0.18000000000000005,0.7000000000000001,0.06000000000000005,-9
0,0.0,0,1,6,0.020000000000000018,0.15999999999999998,0.20999999999999996,-0.020000000000000018,-1.0000000000000002,-0.15999999999999998,0.010000000000000009,0.6000000000000001,-0.17000000000000004,10
1,0.0,0,1,-8,0.31000000000000005,-0.04999999999999999,-0.94,-0.030000000000000027,-0.47,-0.15000000000000002,-0.20999999999999996,0.5,0.08999999999999997,0
0,0.0,0,0,13,-1.7800000000000002,-0.09000000000000002,-1.0799999999999996,0.15000000000000002,-2.79,0.47,0.51,0.6000000000000001,-0.15000000000000002,-1
1,-0.25,0,-2,-5,-0.41999999999999993,0.010000000000000009,-2.5300000000000002,-0.04999999999999999,4.4,-0.14999999999999997,-0.07999999999999996,1.3,0.22000000000000008,-16
1,0.41000000000000014,8,3,2,-0.10000000000000053,-0.09000000000000002,-0.4399999999999995,-0.020000000000000018,-1.28,-0.5,-0.08999999999999997,0.7,-0.09999999999999998,-1
0,0.08000000000000007,10,-2,-1,0.5799999999999996,0.12,-0.21999999999999975,-0.08999999999999997,0.95,-0.06,-0.27999999999999997,0.30000000000000004,-0.050000000000000044,4
1,0.0,0,0,-3,1.79,0.030000000000000027,0.29000000000000004,0.030000000000000027,-0.97,-0.29,-0.25999999999999995,0.19999999999999996,0.06000000000000005,-2
1,0.0,0,-2,-1,1.1,-0.010000000000000009,-0.69,0.19,-0.19999999999999996,0.22999999999999998,0.26999999999999996,0.19999999999999996,0.039999999999999925,-1
1,0.0,0,8,1,1.2499999999999996,0.09999999999999998,-2.2500000000000004,0.21000000000000002,1.49,0.2,0.43999999999999995,-0.30000000000000004,0.26,-20
0,-0.25,0,-2,5,-1.7000000000000002,-0.050000000000000044,0.98,0.0,-2.75,-0.09000000000000002,-0.07999999999999996,0.3,-0.1499999999999999,8
0,0.0,0,1,2,3.57,0.45,-4.33,0.51,-3.6799999999999997,0.16000000000000003,0.65,-4.4,-0.2799999999999999,22
0,-0.25,0,-3,0,-2.1799999999999997,-0.020000000000000018,1.2199999999999998,-0.010000000000000009,-1.08,-0.15999999999999998,-0.48,-0.8,-0.2799999999999999,-6
0,0.16999999999999993,0,0,-5,-1.7600000000000002,-0.04999999999999999,-2.64,0.07000000000000006,0.019999999999999907,0.12000000000000002,0.18999999999999995,-1.1,-0.029999999999999916,-8
0,-0.33000000000000007,0,-2,5,-1.4400000000000004,-0.13,0.54,-0.08000000000000007,-5.050000000000001,-0.20999999999999996,-0.12,-0.6,-0.31999999999999995,27
0,-0.16999999999999993,0,-5,5,-1.5500000000000007,-0.16999999999999993,-0.36999999999999966,0.33,3.58,-0.43000000000000005,-0.29000000000000004,-0.10000000000000009,-0.09999999999999998,0
1,0.0,0,-3,-1,1.0699999999999998,0.12,0.3500000000000001,-0.010000000000000009,2.76,0.31,0.13,-0.1,0.19000000000000006,-11
1,-0.33999999999999986,0,-2,10,0.5299999999999998,-0.04999999999999999,-0.31000000000000005,0.13999999999999996,0.1200000000000001,-0.13,0.02999999999999997,-1.8000000000000003,-0.030000000000000027,35
1,0.33999999999999986,0,1,-15,0.03000000000000025,0.010000000000000009,0.18999999999999995,-0.019999999999999907,5.1899999999999995,-0.09999999999999998,0.18000000000000005,-0.9999999999999999,0.38,-6
0,-0.41999999999999993,0,-4,3,-1.0399999999999996,-0.06000000000000005,0.8300000000000001,0.06,3.18,0.77,-0.46,-1.0,-0.24,1
0,0.33999999999999986,0,5,0,-0.9199999999999995,-0.040000000000000036,-1.8200000000000003,0.010000000000000009,0.8800000000000001,-0.63,-0.18999999999999995,0.9,-0.06000000000000005,1
